name,code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
European Union,EUU,5.763853675,5.9240288257,6.2111821836,6.5759243521,6.7922700749,6.9642968273,7.1181145294,7.2267423743,7.5945361399,8.0086220576,8.4932497809,8.6585627897,8.9449769635,9.3455562657,9.1586927169,8.9400360496,9.4810389535,9.4079081534,9.6784875186,10.0521655776,9.7324670469,9.1552661271,8.9286244242,8.7800852332,8.7020589652,8.9043944685,8.8588118999,9.0014501957,8.8548851899,9.0777030913,8.5400096237,8.5822969825,8.3031817312,8.1610761695,8.0318482066,8.1330512938,8.3433578203,8.138397162,8.1419289549,7.9712187937,7.9963221203,8.1544019486,8.0837571178,8.2069854697,8.1911272272,8.1200046374,8.1513687529,7.9963610974,7.7922141184,7.149010511,7.3456223764,7.0755033309,6.9060393768,6.7338515958,,,
Fragile and conflict affected situations,FCS,0.2860385776,0.2841545051,0.2930525038,0.290144738,0.2980382555,0.3854761334,0.4696600123,0.5048898246,0.6755265084,0.7064390523,0.6794726258,0.6637153008,0.6014878676,0.6162841627,0.5900467367,0.5881615693,0.7241927768,0.6882798155,0.6725728177,0.7883547429,0.7323151645,0.6781924915,0.6637413445,0.716503174,0.7250663978,0.7515763931,0.7677301027,0.799573147,0.8781633859,0.8715289203,0.7533600162,0.752995266,0.7853512475,0.7819142272,0.8293707497,0.8120674121,0.7765816002,0.7603897596,0.7769438326,0.7736509858,0.7586146725,0.7819490096,0.742634136,0.792337364,0.8507597035,0.836963158,0.7896070546,0.7125204946,0.7915119814,0.8186730434,0.8333406855,0.8180282357,0.8639208423,0.8840381221,,,
Finland,FIN,3.4098467277,3.3488772149,3.7425673664,4.2796309074,5.0241899439,5.5498370632,6.4440502446,6.2133865886,7.2008901389,8.2043423299,8.7696438817,8.7991322436,9.51830728,10.5842903284,9.9520677,9.785017744,10.8512429153,10.5972997542,10.9233904566,11.4034573078,12.1866725529,10.7314031939,8.9256641847,8.5622466554,8.6555809401,10.1313261825,10.8433328847,11.6899438639,10.5499398461,10.5924355774,10.3771689611,10.7104772086,9.4155210877,9.9483750644,11.2460279231,10.3201433497,11.9586361634,11.6605782092,11.0582844895,10.7295164006,10.1284741401,10.9967421022,11.86067583,13.2610969393,12.832674977,10.4164380522,12.5706384483,12.0984818633,10.6371591894,9.9551942723,11.5431470841,10.5111276862,9.0185383335,8.5125538429,,,
Fiji,FJI,0.4940465599,0.414293293,0.5479924189,0.55483164,0.9443267843,0.7430709899,0.677471637,0.7290213624,0.7938311298,0.849012475,1.0003554077,1.0347045999,1.0673748282,1.1382711281,1.186903507,1.0811574849,0.823876634,1.2810555295,1.1674798349,1.3510726617,1.2526292591,1.6618122604,1.2567277963,1.0432949951,0.8324975798,0.8141320095,0.8420523055,0.660514739,0.7659482347,0.8704155534,1.1223024644,0.9174068933,0.970273904,1.0102115689,1.0680112895,1.1206721358,1.1405677165,0.929630704,0.8797336049,0.9957581829,1.0667991415,1.3691271871,1.0249910812,1.0552479219,1.3846122827,1.6598877852,1.6442336396,1.4407746894,0.595701615,1.2525097803,1.8591918135,1.8354327022,1.8259527287,1.942472278,,,
France,FRA,5.793507945,5.9271304638,6.207578239,6.8441497854,6.9829570035,7.0337019554,6.8747650826,7.3064221599,7.5011940271,8.0029787797,8.4368682329,8.8115598196,9.0773421395,9.6666805261,9.2622306691,8.2377527746,9.2700486398,8.7804638161,9.2061442301,9.5982175342,9.1318539373,8.1801551777,7.8214047735,7.5254875305,7.1779232544,7.0582844444,6.7494525332,6.5670662097,6.4355195093,6.7141807371,6.4196681862,6.6706243919,6.2160129368,6.0883223589,5.6987986487,5.8633791498,6.2805242332,5.8618948986,6.2702313887,6.096279079,5.9444382169,6.1506699164,6.0661132165,6.1132883307,6.1172128391,6.096464152,5.9029238538,5.762833484,5.6865139086,5.4342197582,5.4249202553,5.0738146938,5.0709310219,5.0484571711,,,
Faroe Islands,FRO,1.6927382361,3.2372775167,3.2989597976,3.4619314711,3.3195534098,3.6769376694,3.7324154926,4.4662677399,4.7997382199,5.5034414946,6.5678172095,6.5851480891,5.865880177,6.2496418515,7.3420583567,8.4131910064,7.8863983942,9.6283146067,9.3622607922,11.1453794576,9.6912487935,10.0198100963,10.3454307446,10.9107606264,11.0525242675,11.3454677111,10.6642793585,10.6971536432,11.2071651421,12.2063371677,12.9439845359,12.4404618918,12.6901976603,14.2308533448,12.5272648649,14.814552563,13.057188762,12.7648483276,13.3832116788,13.4376717728,14.5879216217,16.0488153853,15.3530532354,15.5931963147,15.9193029101,14.9611473543,14.0213504743,14.2296070013,13.008641848,11.8663355113,12.9912255407,11.6932397959,12.1314059097,12.1864730137,,,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7097288529,0.7453389752,1.0883727833,1.2629291086,1.6424765548,1.3710589533,1.3732025165,1.376281937,1.1395061961,1.1797244616,1.3610175298,1.1582438408,1.6225663717,1.1678794781,1.2404318243,1.3817280659,1.4144375229,,,
Gabon,GAB,0.2644555915,0.3273022629,0.1726303731,0.1420588264,0.3640473549,0.4062883208,0.7029086345,1.8274647315,3.4669351604,2.4801542272,3.5295584951,4.7290101391,4.4676989772,8.5067312818,8.564258296,8.2628225255,8.6016526809,9.3029108363,10.8838429783,9.4930438926,9.0976083406,8.7948706973,8.5499814176,7.0123809899,7.4194668122,7.6115590572,5.8248859649,4.5876026244,4.8082040428,6.2289239841,4.7252177036,4.6370602613,4.9091597689,4.8383593277,4.1461721058,4.2573699266,4.2858704805,4.198840259,4.2517793351,4.0036185024,3.8125872172,3.8027877005,3.5326925261,3.4954154137,3.4352798883,3.4837291875,2.8882329165,2.7652836133,2.7113265916,2.7292995638,2.7655477043,2.6339463591,2.607034768,2.6171655191,,,
United Kingdom,GBR,11.1507591603,11.1541389205,11.1429283944,11.2548534576,11.2658388889,11.4561595126,11.3189607766,10.7841045545,10.993488228,11.3426704063,11.7323972998,11.8230362899,11.5623541784,11.7455269443,10.983592861,10.7360536444,10.6545420185,10.7618685096,10.7672949904,11.4653910396,10.286757042,9.9552966478,9.7404616583,9.6877984049,9.3817029087,9.9001397836,10.0346393903,10.0677466746,10.0207439611,10.1919306282,9.7108816781,9.8708090325,9.6609299984,9.4546958283,9.4483998953,9.2748462358,9.480231059,9.0427208527,9.0944039135,9.047636069,9.199549233,9.2331749873,8.9041231081,9.0532778389,8.9891401275,8.982938536,8.8987102202,8.6171636811,8.4144565676,7.5694993294,7.8642045943,7.0809787009,7.3343108588,7.1337217094,,,
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1466900585,2.0264783857,1.2513479102,0.4864545839,0.8809824311,0.9791398182,1.1056650993,0.9759449747,1.0266570853,0.8594008754,0.7776699564,0.8773176006,1.0184671378,1.2094973747,1.4868372824,1.5729830965,1.2820851117,1.4868956762,1.4150547631,1.7762474839,1.9231377778,1.9888813559,,,
Ghana,GHA,0.219944359,0.1959923333,0.2023575309,0.2359835759,0.2196308434,0.2211457316,0.1826298899,0.1856836982,0.2145508708,0.2013120334,0.3054062105,0.2600510939,0.2668429042,0.2647268038,0.3058290911,0.2793682532,0.2429186214,0.2947306595,0.2868579156,0.2519790723,0.2369523575,0.2740947353,0.2649357518,0.307352718,0.209693353,0.2615531115,0.2325403059,0.2437158261,0.2490684062,0.2349538854,0.2609570106,0.2616235471,0.2575271339,0.2860440632,0.3033719665,0.3148368718,0.3264656101,0.3615185397,0.3549792992,0.3544430958,0.3320652638,0.3562851268,0.3725062012,0.3732140833,0.3501610747,0.3246200946,0.4231901662,0.4329281154,0.3922187733,0.3224601948,0.4061628084,0.3913425218,0.4615625999,0.5549301493,,,
Gibraltar,GIB,2.0377447209,2.1583284285,2.2650716521,2.213659047,2.1609570205,1.8306132637,2.0669246956,2.294067859,2.3834043475,2.3440463085,2.4395308123,2.7944854342,2.5199285322,2.8806954027,2.6168824549,2.9754547299,2.5891668348,2.5753126881,2.3186462112,3.0379096663,2.9072410148,1.6924243423,0.7242026266,1.2069249251,1.0883099753,1.4567484358,1.344387415,1.6027097902,2.364281109,2.381006083,4.9037512001,6.7786526085,7.9882909561,8.0462816055,9.4450242515,9.1227982884,9.2936278059,9.5888082631,10.0005843966,10.2942467168,10.7022771007,10.9867406132,11.0437801167,11.2137137453,12.0715763732,12.4576281752,12.9439559079,12.7459550907,12.9956006355,14.0199660153,14.0320286842,13.6119742554,13.741843381,14.5244893737,,,
Guinea,GIN,0.1148048769,0.1695418273,0.1788458662,0.1858191948,0.1837512222,0.1796711852,0.182009583,0.180456947,0.1825806998,0.1796511674,0.1877050171,0.1909250816,0.1936694686,0.1857090991,0.1932422746,0.1932425924,0.2025319056,0.2050892989,0.2040386019,0.2122659734,0.2137504316,0.2157160337,0.20951583,0.1981957786,0.1980700947,0.1954380604,0.1907194486,0.1846622948,0.1848392099,0.1811051853,0.174818667,0.1685559374,0.1589668224,0.1540877615,0.1628310732,0.1588641236,0.1564636783,0.1534882276,0.146191883,0.1470398621,0.1452887911,0.144699352,0.1448765478,0.1441615373,0.1414214557,0.1219839985,0.1194942674,0.1198517104,0.2120671206,0.213978768,0.2412015004,0.2518842936,0.2288326104,0.1992966741,,,
"Gambia, The",GMB,0.0498331195,0.0584014843,0.0669294931,0.075399926,0.0743524951,0.0731824747,0.080854035,0.0792695376,0.0861789382,0.1093878356,0.1065785797,0.1195256783,0.1390949954,0.1272585489,0.1233185365,0.190010939,0.18457744,0.2060048893,0.2454004801,0.2506677695,0.2609018662,0.2521238034,0.2489131609,0.2396596746,0.2458251558,0.235418579,0.2104752351,0.2234515778,0.217484135,0.2039215197,0.2079868413,0.2085513005,0.202117344,0.2072864994,0.201594477,0.2029153376,0.1972749355,0.1917735729,0.2021527309,0.2147278781,0.2232628482,0.2222432989,0.2404867049,0.2328780071,0.230732325,0.2234421176,0.2262637481,0.2573139387,0.2585365976,0.2661525043,0.2795516234,0.2498753123,0.2624917805,0.2642777698,,,
Guinea-Bissau,GNB,0.029744861,0.0470569364,0.0640301348,0.0748854043,0.0911111077,0.1011490096,0.0996372628,0.0707849886,0.0909426442,0.0840166223,0.0978791195,0.1009836752,0.0890180582,0.1454619982,0.1335284058,0.1460261796,0.1215855008,0.1305058506,0.1302176932,0.1388205365,0.1831544826,0.1755822847,0.1717527274,0.1674403738,0.1840038409,0.1916034192,0.1989418701,0.2059638603,0.2240277424,0.233703921,0.1702582289,0.1697104097,0.1690656756,0.1684321343,0.1646549162,0.1612403946,0.1581885321,0.1709590439,0.1436343408,0.1592004876,0.1179830908,0.1186158395,0.1190655288,0.1471016544,0.149358127,0.1540267577,0.1531519415,0.1597702008,0.153530325,0.1546596654,0.1531962619,0.1539256237,0.1544575888,0.1526558212,,,
Equatorial Guinea,GNQ,0.0861732002,0.0849671941,0.0837884154,0.096283543,0.0945600961,0.1057549496,0.0901084011,0.087476145,0.0973476289,0.1436945071,0.1196352544,0.2188049034,0.3007946409,0.1043907751,0.1905458271,0.239998922,0.2471866896,0.252715089,0.2849786285,0.2523049401,0.2297934006,0.257987951,0.2523596348,0.1982319739,0.2386197595,0.1839140029,0.2145448163,0.2537566669,0.2643204764,0.2833451651,0.2835003725,0.4577258615,0.4753464807,0.2181764093,0.0752761013,0.261476694,0.2239393587,0.5386349782,0.2976707907,0.801852059,0.7401773985,4.837655253,7.4725895736,8.6631899005,7.1992530528,6.2220906173,6.0035305983,5.7835280896,5.1853784698,5.0823496801,4.9196428571,6.808156574,5.6138737696,4.9942440387,,,
Greece,GRC,1.1289204817,1.1697826281,1.2032011901,1.4456748972,1.553764446,1.991253557,2.1652098512,2.2494139857,2.5536699591,2.903833843,2.7483297141,3.1495959251,3.5520521277,4.1725121698,4.0413825139,4.2970973105,4.670280089,5.0491534654,5.0988242897,5.3720789698,5.3336425545,5.2132921521,5.326966418,5.6409214038,5.7655618782,6.1001622661,5.9324883496,6.3468326635,6.7739326648,7.352537262,7.2845216417,7.1766398154,7.260257729,7.2380062359,7.4107923563,7.4588796432,7.5636541362,7.8525069131,8.1853678776,8.0504528189,8.47843382,8.6360142742,8.5919701868,8.760745127,8.8679671946,8.9808394481,8.8277962194,8.8922934418,8.6628242814,8.277892345,7.5072112257,7.2693446379,7.2403672572,6.3068510948,,,
Grenada,GRD,0.2448230202,0.2009094894,0.2777278875,0.1571290841,0.2338996024,0.2326260031,0.3092068511,0.3861585282,0.4251907914,0.503485351,0.466015716,0.506142167,0.5074946239,0.5874719641,0.3936576778,0.5156520422,0.5213535002,0.5285970904,0.576358717,0.5382418029,0.5355991236,0.6477940202,0.6696565726,0.6494660624,0.6332754295,0.6239765379,0.659117462,0.7379754478,0.9722624462,1.0599469386,1.1044836576,1.1405436789,1.2072676393,1.2309750267,1.4386902067,1.4996459029,1.5279773007,1.6681038745,1.7374172087,1.9158829676,1.8764601108,1.9082268849,2.0112830558,2.1133382173,2.0003896509,2.101555139,2.2372965068,2.3010348889,2.4345521024,2.4260086676,2.4872417054,2.4080228408,2.5725770518,2.8737973166,,,
Greenland,GRL,6.8826769231,8.7050445104,7.5435428571,9.0667582418,8.387287234,8.7933163265,9.5975802469,9.9770405728,12.5049769585,9.0654120267,8.219137931,9.9444067797,11.4641200828,11.3751836735,11.2602828283,10.2025403226,4.4269617706,14.6234615385,7.9749796748,11.5333064516,11.2493625498,10.3538823529,10.0397475728,6.9680038388,10.7852941176,9.5810714286,6.1002429907,4.3380406654,9.9704927007,8.5541229656,9.9589388489,9.8447387387,8.6867450271,9.0346376812,9.0518738739,9.0032078853,9.2494991055,9.2984642857,9.4126203209,9.6087165775,9.4611209964,9.5660869565,9.5223197725,9.3669514666,10.2449965736,10.6915254237,11.04479163,11.2820793917,11.7181508308,10.2217388989,11.6637729549,12.440341009,10.0050167224,10.0629392915,,,
Guatemala,GTM,0.319608136,0.3247420576,0.3096733628,0.3311504055,0.3744098982,0.4058784948,0.3474509954,0.3844211022,0.4031783177,0.4173211952,0.4089815134,0.4224946717,0.45609399,0.4811618585,0.4896191511,0.5477363979,0.5017720292,0.5636938853,0.595485719,0.6605212812,0.619267576,0.5314003049,0.4737751474,0.4051354372,0.4253829186,0.4276652112,0.4384615038,0.4622425139,0.4665354832,0.4691898151,0.5490319159,0.5328463705,0.6198197176,0.569308416,0.6723117699,0.6884109692,0.6247902397,0.6978581389,0.7861973516,0.7841385633,0.8510674384,0.8911542241,0.9088770701,0.8662589543,0.9080871381,0.9598693589,0.9440528064,0.921548718,0.8160602829,0.8278549739,0.7972928591,0.7918349146,0.7840161807,0.8718292786,,,
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,1.1543163134,1.2508052281,1.1189374634,0.9895289724,1.0175810738,1.6538593703,1.7768798879,1.9586385568,1.9399967354,1.9659372328,2.2420212389,2.101494499,2.1637874196,2.4717419539,2.1072227711,2.4484655577,2.3243915603,2.4914037334,2.6712377861,1.9604472247,2.2937757081,2.3032151684,1.7977192843,1.6005946482,1.8116957918,1.8419840739,1.3671040566,1.7281962123,1.8707912688,1.5884358257,1.5244037137,1.4977622939,1.3969355757,1.3870168444,1.827837572,1.9219102814,1.992670579,2.0926457246,2.1867928312,2.2236659879,2.1370116328,2.1204618597,2.1020223864,2.0825888434,2.1660928195,1.9142042171,1.7219614168,2.0887909514,2.0882296192,2.0998038067,2.3036758127,2.3790708851,2.6488804142,2.5540489737,,,
High income,HIC,7.5589118303,7.6098101251,7.8611398682,8.1977087157,8.5096816878,8.7813444851,9.0673058641,9.3739637695,9.7845833139,10.3028652755,11.0942180156,11.2023436133,11.6445367555,12.1403338591,11.7339675158,11.246751811,11.7647131785,11.9157068502,12.1264236398,12.3480853623,11.9910113312,11.412102705,10.9001882352,10.7958020758,11.0125773392,11.0622873944,11.0234967193,11.2482973581,11.5786622401,11.7910762917,11.4968260467,11.518115719,11.5725223963,11.6513002014,11.7248248426,11.6989257421,11.9358400853,11.9460040831,11.8697859499,11.9531518754,12.2744892019,12.1523055281,12.1495528376,12.245009605,12.3734205388,12.2866117009,12.2255459513,12.1957703029,11.9423188993,11.2035037469,11.5138765774,11.2680065588,11.0997455753,11.0359337307,,,
"Hong Kong SAR, China",HKG,0.9609823108,1.0648780026,1.1150111945,1.2423786138,1.20538264,1.3361786042,1.4234009201,1.6272386376,1.6316206906,2.0081710189,2.1220250063,2.2643972017,2.2516354642,2.1915892588,2.4391941158,2.4698168818,2.7685119522,3.1048338678,3.3751327263,3.2223956833,3.2910367166,3.6058762588,3.7425759331,3.9317462723,4.1398873636,4.2179707489,4.6516193028,5.0663148463,5.2389437771,5.3371481833,4.7916238058,4.9790107789,5.705486596,5.9252406372,5.1832814726,5.1120342425,4.5254158962,4.7314488466,5.9753993918,6.4658870809,6.0674682671,5.6531756103,5.8772264646,6.4418208831,6.1485159578,6.439263195,6.1333250208,6.321536226,6.3207236483,6.0452278855,5.8026116853,6.1930795011,6.0725429793,6.2600473043,,,
Honduras,HND,0.3021901398,0.3515858323,0.324911906,0.3209255892,0.3168354133,0.3204312855,0.334080529,0.3524807212,0.4782930785,0.4462936163,0.5115816891,0.4757189189,0.5331064396,0.508860577,0.5094297499,0.5291300022,0.5470343182,0.5971609101,0.5927678867,0.5418252065,0.5592786967,0.4804979675,0.4510308626,0.4966531054,0.478355729,0.4453996308,0.4190707,0.4787813389,0.5355790539,0.5667159036,0.5231881724,0.5292035159,0.5862631759,0.5277573463,0.6009716125,0.6795675849,0.6749253432,0.689742808,0.7509264334,0.7458339108,0.7711382232,0.853598376,0.8874759823,0.9623904276,1.0226050169,1.0244919935,0.9292215536,1.1389244797,1.1015917369,0.9798417453,0.9732691966,1.0722273576,1.0562572202,1.047014219,,,
Heavily indebted poor countries (HIPC),HPC,0.1223732053,0.1259255607,0.1231768558,0.1271526057,0.1349715059,0.1538134938,0.1564656447,0.1662193047,0.1811439985,0.1975712651,0.2086660178,0.2182975449,0.2179535839,0.2277064325,0.2264723423,0.2201349329,0.2087835293,0.2105642127,0.2134176036,0.2111660715,0.2224074736,0.2127483167,0.21191387,0.2078471534,0.196239972,0.2035420703,0.1751920422,0.1893028317,0.1995283248,0.205332209,0.1698999902,0.1598150146,0.1597676955,0.1610337793,0.1610723987,0.170845003,0.1752643307,0.175525739,0.1656389927,0.162521192,0.1599183364,0.1652560365,0.1675098462,0.1802480888,0.1873431748,0.1828664957,0.1911227684,0.1990720956,0.2031636204,0.2033533254,0.2198823922,0.2311491368,0.2525513988,0.2662018241,,,
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6883293065,3.6274849138,3.5589615054,3.6520775327,3.7845006676,4.1474315398,4.4914843368,4.4182760211,4.391949164,4.6233932432,4.8645563063,5.200697973,5.0672173913,5.1158034669,5.1222373874,5.4029558161,5.1302349663,4.808661306,4.6275551006,4.6858820984,4.2559822268,4.1618666214,,,
Haiti,HTI,0.0739819547,0.0753232519,0.0756628871,0.0607632568,0.0718222728,0.0712600146,0.0698478755,0.0585660202,0.0582290195,0.0682275657,0.0817719844,0.0841554258,0.0804602015,0.085009909,0.0937100332,0.0941654442,0.1288080264,0.1324986862,0.1385919106,0.135710726,0.1321421465,0.1317144413,0.1385454254,0.146759587,0.1463196892,0.1476175148,0.1292078811,0.1368823465,0.1501600975,0.149182899,0.1399710581,0.1377012507,0.1231107456,0.0881361041,0.0391788257,0.1153586163,0.1298207419,0.1686143075,0.149193502,0.1583838605,0.1599905254,0.1805537996,0.2067030209,0.1932246368,0.2179488107,0.2240560813,0.22447544,0.2501738798,0.2471108536,0.2303768344,0.2126941462,0.2186814383,0.2252402274,0.2305985098,,,
Hungary,HUN,4.5444652411,4.8833267975,5.0250380302,5.5790455679,6.1662407539,6.0400372095,6.0650407279,5.7582422692,5.9629155752,6.0609139599,6.7714876605,6.6824580419,6.6770256717,7.0042424048,7.0717354791,7.1523812144,7.5494271596,7.8140484377,8.253547228,8.0557063278,8.1093492353,8.0862057602,8.1146089383,8.3388132781,8.516383853,8.0859374274,7.8582779804,7.9561295239,7.3859177103,7.2593293142,6.7104693007,6.4188584264,5.8237216811,5.9772940886,5.6937057657,5.8447115466,6.0187058043,5.9171680521,5.7627209477,5.7432484203,5.4658602008,5.5907159858,5.5218292703,5.8308964701,5.6849107552,5.7518489273,5.6981870391,5.5724595208,5.4635011817,4.8477947449,5.0215782504,4.789809729,4.487845,4.1888631874,,,
IBRD only,IBD,1.3320228344,1.1733214095,1.1156473444,1.1257583887,1.1550901726,1.211775393,1.2687596372,1.2258541686,1.3056320552,1.4114144233,1.5636706334,1.6524137931,1.7049251023,1.7711515173,1.7859667003,1.8942377108,1.9749349811,2.0686255068,2.1863759443,2.2235741649,2.2024318887,2.1436837278,2.2252614998,2.2607207775,2.3243123117,2.4198483113,2.4768049809,2.5641044472,2.6370042987,2.6672701468,2.6042762585,2.6644626052,2.7022988105,2.6748418371,2.615296861,2.6822256676,2.7191690606,2.6766165376,2.6036842227,2.6170454604,2.6351577796,2.6570171489,2.6941402658,2.951659232,3.1709928754,3.3086268283,3.498193536,3.6178312901,3.7685571237,3.8218887279,4.1281454165,4.4140920962,4.526887857,4.5030119449,,,
IDA & IBRD total,IBT,1.1490317866,1.0138907677,0.9664446081,0.976126191,1.0030830461,1.0542500326,1.1027145036,1.0671755201,1.1378394125,1.2265389918,1.3580527717,1.4372812141,1.4807901025,1.5411315795,1.5593797246,1.6395564396,1.7081685352,1.7814129947,1.8754513608,1.9164682937,1.8977463864,1.8473067202,1.9102227481,1.9356689657,1.9891988186,2.0654662574,2.108357606,2.1751418595,2.237466211,2.2469731159,2.1890801548,2.2336834914,2.2702808006,2.2394865484,2.1818230938,2.2244628786,2.2537246817,2.2125471441,2.1536607764,2.1604962345,2.1770186834,2.1899514837,2.2156141183,2.4124836295,2.5798917925,2.680023422,2.8215424706,2.9111060254,3.0196721811,3.046202365,3.2779157464,3.4894255101,3.5665415488,3.5362164863,,,
IDA total,IDA,0.216654366,0.2159727814,0.2282835595,0.2385247152,0.2577005128,0.2846179021,0.2935339618,0.2970451712,0.3266801315,0.3350816255,0.3689777796,0.4049224924,0.4077476277,0.4433688973,0.4826353971,0.436044439,0.4565152492,0.4448906846,0.4411683879,0.5126631356,0.5178415694,0.5173921005,0.508650546,0.5022844436,0.525344916,0.5320012545,0.5286826834,0.5224745545,0.555595697,0.494690299,0.4761455235,0.4760418481,0.5282777501,0.5046139078,0.4746766625,0.4424126069,0.4631841981,0.4476763797,0.4619224773,0.4638358029,0.4954214828,0.4969601333,0.5031504751,0.5072063659,0.5176106057,0.5146504859,0.5203421034,0.5387223881,0.5379585811,0.508194289,0.5323898822,0.5423067619,0.5445591762,0.5326397324,,,
IDA blend,IDB,0.3550696134,0.3681694436,0.3946220384,0.4374908738,0.470055908,0.5297161465,0.5490997239,0.545615959,0.5172124591,0.5696219382,0.6820745752,0.7849500012,0.820869749,0.9133197727,1.0451608613,0.8830109367,0.9517382389,0.8879036894,0.8710098042,1.0539440468,1.0688408268,1.0493454354,1.0354250728,0.9988428118,1.0456800646,1.0692230515,1.0728226397,1.0042649519,1.0929051994,0.9308075461,0.8845817135,0.8759948299,1.0435112147,1.0078810931,0.9303946973,0.8362415731,0.879477397,0.8432481221,0.8767668918,0.8754254797,0.9702016677,0.9668086964,1.0096524167,0.9724790108,0.9882227319,0.9850622188,0.9828344288,0.9964290742,0.9775293758,0.8960271213,0.9354769016,0.9579529461,0.962033192,0.9114374856,,,
Indonesia,IDN,0.2438052834,0.2887198646,0.248446982,0.2396813593,0.2293611335,0.246138802,0.2269919532,0.2319154781,0.2535052795,0.2986732989,0.3119518581,0.3306214673,0.3580079907,0.3954702528,0.4021566713,0.4128050284,0.4612389653,0.6002977612,0.6677801897,0.6601457036,0.6426495453,0.6634071238,0.6822242127,0.6640976324,0.6944020684,0.734768041,0.7229172749,0.718414523,0.7552094584,0.7348063554,0.8243416533,0.9735380002,1.0788747069,1.145229554,1.1416285518,1.14207743,1.2669929976,1.3738788821,1.0218516837,1.1599924839,1.2452416129,1.3748183447,1.4102337974,1.4364044644,1.5098982089,1.5084805957,1.5015767701,1.6118553954,1.7638951391,1.8651654026,1.7679078794,2.3335853742,2.4089201477,1.9019981898,,,
IDA only,IDX,0.1367858919,0.1315548911,0.1372129978,0.1348742459,0.1466120085,0.1583314609,0.1623820608,0.1678204373,0.2129576317,0.2050455519,0.2069428201,0.214441482,0.2052141902,0.2160483892,0.2180838824,0.2165202477,0.2171567825,0.2240693322,0.2247414213,0.2465614519,0.246905112,0.2522471004,0.2460889503,0.2504546103,0.2611000197,0.2604075268,0.254809576,0.2706100376,0.2788669571,0.2626880583,0.2566874731,0.2596183507,0.2637566501,0.2466143996,0.2417666095,0.2418298108,0.2514845583,0.246867008,0.2515397158,0.2555014011,0.2552465667,0.2598836605,0.2480058548,0.27373125,0.2820141156,0.2795461332,0.2895393744,0.3105613739,0.3189590314,0.3150580969,0.3314148888,0.3347313557,0.3358749077,0.3431817274,,,
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,0.2682695512,0.2844135651,0.306651555,0.3226694198,0.3090307142,0.333476589,0.3380141942,0.3319375269,0.3534860037,0.3522115405,0.3525120058,0.3635818188,0.3759834437,0.3782817915,0.3821640022,0.4059245032,0.414906217,0.4289896817,0.4253870705,0.4360176681,0.4506653836,0.4751501418,0.4790420224,0.5069543624,0.5078461023,0.5458513211,0.5725507455,0.5980477611,0.6321997683,0.6793718844,0.7115627995,0.7411589627,0.7716022026,0.7831729841,0.8116402031,0.8449522565,0.901348777,0.9200723802,0.9215016637,0.9625217706,0.9798704424,0.9716980805,0.9673811277,0.9923916831,1.0250276082,1.0685632179,1.1219815042,1.19320986,1.3100978327,1.4318442537,1.3970089056,1.4806848873,1.5980986374,1.5914378533,,,
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,3.9527267906,4.3779648775,4.6263380406,4.7189655233,4.9647230992,4.7728478087,5.231136458,5.6550472876,6.1126099707,6.3132944606,6.5645779018,7.5189401915,7.2619121787,7.4077927381,7.4275011952,6.9142474644,6.8854279582,7.1804914387,7.0804349524,8.1182135606,7.6933075481,7.5410851434,7.3291608813,7.323345582,7.2272358095,7.5535547226,8.0587828313,8.5302990884,8.4659511386,8.5496966826,8.8910276513,8.8846726378,8.7212116017,8.74130132,9.1001273958,9.1358962614,9.5961723817,9.9116173417,10.3845932982,10.693991615,10.8347426425,11.3882311588,11.0412508103,10.6811767034,10.7516366268,10.4661517041,10.0993731033,10.1475288831,9.5776412927,8.9027560014,8.8246250402,7.8278790787,7.7874534789,7.6038733061,,,
